id,location_id,program_id,accepted_payments,alternate_name,application_process,description,eligibility,email,fees,funding_sources,interpretation_services,keywords,languages,name,required_documents,service_areas,status,wait_time,website,taxonomy_ids
21030,1088,1088,,,"Residential and Outpatient:\r\nDependent on patient situation, call for more information\r\n\r\nDrug Testing:\r\nBy appointment or walk-in",None Provided,,,,,,,,Comprehensive Outpatient Alcoholism Treatment,,,active,,http://www.hereshelpinc.com,
21031,1088,1088,,,"Residential and Outpatient:\r\nDependent on patient situation, call for more information\r\n\r\nDrug Testing:\r\nBy appointment or walk-in",None Provided,,,,,,,,Comprehensive Outpatient Drug Abuse Treatment,,,active,,http://www.hereshelpinc.com,
16379,1089,1089,,,"Residential and Outpatient:\nDependent on patient situation, call for more information\n\nDrug Testing:\nBy appointment or walk-in",None Provided,,,,,,,,Comprehensive Outpatient Drug Abuse Treatment,,,active,,http://www.hereshelpinc.com,
16378,1089,1089,,,"Residential and Outpatient:\nDependent on patient situation, call for more information\n\nDrug Testing:\nBy appointment or walk-in",None Provided,,,,,,,,Comprehensive Outpatient Alcoholism Treatment,,,active,,http://www.hereshelpinc.com,
2081,1089,1089,,,"Residential and Outpatient:\nDependent on patient situation, call for more information\n\nDrug Testing:\nBy appointment or walk-in",None Provided,,,,,,,,Drug/Alcohol Testing,,,active,,http://www.hereshelpinc.com,
15823,1098,1098,,,Call for more information,None Provided,,,,,,,,Comprehensive Disability Related Employment Programs,,,active,,http://www.goodwillmiami.org,
15824,1099,1099,,,Call for more information,None Provided,,,,,,,,Vocational Assessment,,,active,,http://www.goodwillmiami.org,
2097,1100,1100,,,Call for more information,None Provided,,,,,,,,Disability Related Center Based Employment,,,active,,http://www.goodwillmiami.org,
2096,1100,1100,,,Call for more information,None Provided,,,,,,,,Job Search/Placement,,,active,,http://www.goodwillmiami.org,
15825,1101,1101,,,Call for more information,None Provided,,,,,,,,Comprehensive Disability Related Employment Programs,,,active,,http://www.goodwillmiami.org,
15827,1101,1101,,,Call for more information,None Provided,,,,,,,,Career Counseling,,,active,,http://www.goodwillmiami.org,
15826,1101,1101,,,Call for more information,None Provided,,,,,,,,Adult Basic Education,,,active,,http://www.goodwillmiami.org,
7593,1103,1103,,,None,None Provided,,,,,,,,Donations Distribution Volunteer Opportunities,,,active,,http://www.goodwillmiami.org,
7592,1103,1103,,,None,None Provided,,,,,,,,Donation Drop Off Points,,,active,,http://www.goodwillmiami.org,
15829,1104,1104,,,Call for more information,None Provided,,,,,,,,Vocational Assessment,,,active,,http://www.goodwillmiami.org,
2105,1105,1105,,,Call for more information,None Provided,,,,,,,,Disability Related Center Based Employment,,,active,,http://www.goodwillmiami.org,
2104,1105,1105,,,Call for more information,None Provided,,,,,,,,Job Search/Placement,,,active,,http://www.goodwillmiami.org,
2103,1105,1105,,,Call for more information,None Provided,,,,,,,,Vocational Rehabilitation,,,active,,http://www.goodwillmiami.org,
7950,1107,1107,,,Please call to register,None Provided,,,,,,,,Advocacy/Ombudsman Volunteer Opportunities,,,active,,http://www.fostercarereview.org,
20774,1109,1109,,,"Families must contact one of the approved non-profit organizations on: http://hialeah-fl.toysfortots.org/local-coordinator-sites/lco-sites/request-toys.aspx.\n\nApproved non-profit will fill out a ""Request a Toy Form"" to submit to Toys for Tots with children information.\n\nNo phone referrals accepted.",None Provided,,,,,,,,Holiday Gifts/Toys,,,active,,http://www.hialeah-fl.toysfortots.org/local-coordinator-sites/lco-sites/request-toys.aspx,
2113,1114,1114,,,"Visit http://www.floridapsc.com/utilities/telecomm/lifeline/ to apply online or obtain a printed application.\r\n\r\nIf you are a new applicant or re-certifying your eligibility at the Florida Department of Children and Families (DCF), then you can enroll in the Lifeline program with DCF.",None Provided,,,,,,,,Telephone Service Payment Assistance,,,active,,http://www.floridapsc.com/utilities/telecomm/lifeline/,
2115,1115,1115,,,Call for more information,None Provided,,,,,,,,Consumer Complaints,,,active,,http://www.floridapsc.com,
2116,1115,1115,,,Call for more information,None Provided,,,,,,,,Records/Licenses/Permits,,,active,,http://www.floridapsc.com,
6855,1120,1120,,,Call for more information,None Provided,,,,,,,,Nursing Facility Complaints,,,active,,http://ombudsman.myflorida.com,
11905,1120,1120,,,Call for more information,None Provided,,,,,,,,Long Term Care Ombudsman Programs,,,active,,http://ombudsman.myflorida.com,
11914,1120,1120,,,Call for more information,None Provided,,,,,,,,Advocacy/Ombudsman Volunteer Opportunities,,,active,,http://ombudsman.myflorida.com,
11913,1122,1122,,,Call for more information,None Provided,,,,,,,,Advocacy/Ombudsman Volunteer Opportunities,,,active,,http://ombudsman.myflorida.com,
11911,1122,1122,,,Call for more information,None Provided,,,,,,,,Long Term Care Ombudsman Programs,,,active,,http://ombudsman.myflorida.com,
11912,1122,1122,,,Call for more information,None Provided,,,,,,,,Nursing Facility Complaints,,,active,,http://ombudsman.myflorida.com,
2133,1126,1126,,,"Must call to make appointment, mail, or use website.",None Provided,,,,,,,,Housing Discrimination Assistance,,,active,,http://www.floridajusticeinstitute.org,
16037,1127,1127,,,Must call to make appointment.,None Provided,,,,,,,,Inmate Social Service Programs,,,active,,http://www.floridajusticeinstitute.org,
2141,1130,1130,,,Call for more information,None Provided,,,,,,,,Consumer Complaints,,,active,,http://www.myfloridacfo.com,
8480,1130,1130,,,Call for more information,None Provided,,,,,,,,Insurance Fraud Reporting,,,active,,http://www.myfloridacfo.com,
8479,1130,1130,,,Call for more information,None Provided,,,,,,,,Insurance Claims Assistance,,,active,,http://www.myfloridacfo.com,
2139,1130,1130,,,Call for more information,None Provided,,,,,,,,Information and Referral,,,active,,http://www.myfloridacfo.com,
15190,1132,1132,,,Child must be referred or placed by DCF,None Provided,,,,,,,,Foster Home Placement,,,active,,http://www.fbchomes.org/about/locations/miami-campus,
2143,1132,1132,,,Child must be referred or placed by DCF,None Provided,,,,,,,,Adoption Services,,,active,,http://www.fbchomes.org/about/locations/miami-campus,
17064,1159,1159,,,None,None Provided,,,,,,,,Clothing,,,active,,http://www.fumcmiami.com,
2187,1159,1159,,,None,None Provided,,,,,,,,Congregate Meals/Nutrition Sites,,,active,,http://www.fumcmiami.com,
2188,1161,1161,,,"Call, ask for intake appointment. In person assessment will be provided.",None Provided,,,,,,,,Recreational Activities/Sports,,,active,,http://www.fellowshiphouse.org,
16362,1161,1161,,,"Call, ask for intake appointment. In person assessment will be provided.",None Provided,,,,,,,,Psychiatric Rehabilitation,,,active,,http://www.fellowshiphouse.org,
2190,1162,1162,,,"Be appropriately medicated to control psychiatric symptoms as much as possible. Be compliant with physician's prescribed course of treatment. If a substance abuse problem is identified the individual must be willing to become engaged in the program Addiction Recovery Track. Be cooperative and willing to admit himself/herself voluntarily to the program. Not be a danger to self, others, or property.\r\n\r\nReferrals are taken even if client has no medication at the time.",None Provided,,,,,,,,Psychiatric Day Treatment,,,active,,http://www.fellowshiphouse.org,
7286,1165,1165,,,Call for intake,None Provided,,,,,,,,Psychiatric Case Management,,,active,,http://www.fellowshiphouse.org,
17093,1166,1166,,,Call for information.,None Provided,,,,,,,,Missing Persons Location Assistance,,,active,,http://www.fdle.state.fl.us,
14470,1167,1167,,,Call for information,None Provided,,,,,,,,Crime Investigation,,,active,,http://www.fdle.state.fl.us,
14469,1168,1168,,,* Fill out the application found online and mail or e-mail to: CompromisedIdentity@fdle.state.fl.us. \n* Must then get finger printed at any law enforcement agency.,None Provided,,,,,,,,Crime Investigation,,,active,,http://www.fdle.state.fl.us,
19547,1168,1168,,,* Fill out the application found online and mail or e-mail to: CompromisedIdentity@fdle.state.fl.us. \n* Must then get finger printed at any law enforcement agency.,None Provided,,,,,,,,Identity Theft Reporting/Recovery Programs,,,active,,http://www.fdle.state.fl.us,
2200,1169,1169,,,Call for more information,None Provided,,,,,,,,Missing Persons Location Assistance,,,active,,http://www.fdle.state.fl.us/mcicsearch/,
18338,1184,1184,,,Visit office to speak to an Intake person on a first come-first served basis. You must arrive by 2:30 p.m. to assure same day service and completion of the interview process.,None Provided,,,,,,,,Employment Discrimination Assistance,,,active,,http://www.eeoc.gov,
15623,1187,1187,,,Must have a referral from the Florida Department of Juvenile Justice,None Provided,,,,,,,,Transitional Case/Care Management,,,active,,http://www.eckerd.org,
15626,1187,1187,,,Must have a referral from the Florida Department of Juvenile Justice,None Provided,,,,,,,,Adult/Child Mentoring Programs,,,active,,http://www.eckerd.org,
15627,1187,1187,,,Must have a referral from the Florida Department of Juvenile Justice,None Provided,,,,,,,,Vocational Education,,,active,,http://www.eckerd.org,
15624,1187,1187,,,Must have a referral from the Florida Department of Juvenile Justice,None Provided,,,,,,,,Ex-Offender Reentry Programs,,,active,,http://www.eckerd.org,
15625,1187,1187,,,Must have a referral from the Florida Department of Juvenile Justice,None Provided,,,,,,,,Bus Fare,,,active,,http://www.eckerd.org,
18029,1188,1188,,,Must call or visit the website for assistance with dentist referral,None Provided,,,,,,,,Dental Care,,,active,,http://www.sfdda.org,
18030,1188,1188,,,Must call or visit the website for assistance with dentist referral,None Provided,,,,,,,,Information and Referral,,,active,,http://www.sfdda.org,
2238,1193,1193,,,Call for information,None Provided,,,,,,,,Occupational Therapy,,,active,,http://www.uhzsmi.com,
16405,1193,1193,,,Call for information,None Provided,,,,,,,,Sports Medicine,,,active,,http://www.uhzsmi.com,
20185,1195,1195,,,Must call to register for the courses,None Provided,,,,,,,,Youth Enrichment Programs,,,active,,http://www.experienceaviation.org,
20551,1207,1207,,,Call for information.,None Provided,,,,,,,,Disease/Disability Information,,,active,,http://www.laurenslight.org,
20283,1209,1209,,,"The legal next of kin should contact a funeral home or crematorium, make final arrangements and sign a written release, giving the Medical Examiner Department permission to release the body. The agency will then guide family members and friends of the deceased on how to proceed.",None Provided,,,,,,,,Forensic Dentistry,,,active,,http://www.miamidade.gov/medicalexaminer,
