id,name,alternate_name,description,email,website,legal_status,tax_status,tax_id,date_incorporated,accreditations,funding_sources,licenses
2307,"BAPTIST HEALTH SOUTH FLORIDA, INC.",,"Baptist Health is made up of a team of: 15,000 employees and 2,200 physicians in virtually all specialties GÇö many with national and international reputations. \n\nBaptist Outpatient Services: \nLocated throughout South Florida, Baptist Medical Plazas and outpatient facilities provides surgical, diagnostic and urgent care services in a comfortable, relaxing environment. \n\nBaptist Health International Services:\nServices more than 12,000 people, primarily from Latin America and the Caribbean. Our multilingual staff provides personalized service every step of the way. \n\nOur Facilities:\n\n\n* Baptist Hospital of Miami \n* Baptist Children's Hospital \n* Doctors Hospital\n* Homestead Hospital\n* Mariners Hospital\n* South Miami Hospital \n* West Kendall Baptist Hospital \n* Miami Cardiac & Vascular Institute",,http://www.baptisthealth.net,,,,,,,
2351,"KIDZ CITY LEARNING CENTER, INC.",,"Kidz City Learning Center provides after programs, spring winter and summer camps, as well as assistance with homework, and private tutoring.",,http://www.freewebs.com/kidzcity2008,,,,,,,
2360,"NATIONAL RUNAWAY SWITCHBOARD, INC.",,"The National Runaway Switchboard, through the Safeline, provides crisis intervention, information and referral, message relay (youth to family, family to youth), conference calling (between caller and agency), conflict mediation (between youth and legal guardian), runaway education and prevention materials, free bus rides home for qualified youth via Greyhound's Home Free Program.\n\n###MON###\n###COL###",,http://www.1800runaway.org,,,,,,,
2362,"THE JOY OF LIFE ADULT DAY CARE, INC.",,"Program provides exercise, music, pet therapy, educational classes, arts & crafts, etc. Caregivers can go about their day knowing that their loved one's needs are being met. Transportation, breakfast, lunch, and snacks (low-fat, low-sodium, low-fat) included.",,http://www.joylifecenter.com,,,,,,,
2364,CITY OF MIAMI OFFICE OF GRANTS ADMINISTRATION,,"The mission of the Mayor's Education Initiative is to unite community resources to strengthen the efforts made by Miami-Dade County Public Schools, with an emphasis on improving student achievement, family involvement, and the student's learning environment.  These initiatives include: mentoring, college scholarships, internships, youth civic engagement programs, after-school programs and many more.",,http://www.miamigov.com,,,,,,,
2383,"AUXILIO AL INMIGRANTE, INC.",,Auxilio al Inmigrante strives to serve the needs of immigrants by vetting professionals who can take care of and speak the language of the individuals being served people. Provides information and legal advice on how immigrants can navigate the system without being taken advantage of. Also provides information on where to obtain legal advice that is affordable or based on a sliding scale.,,,,,,,,,
2389,"CITIZENS FOR A BETTER SOUTH FLORIDA, INC.","CSW, CFABSF, Citizens, Community Science Workshop","Citizens is a non-profit, non-advocacy, membership-based environmental education organization dedicated to providing environmental education, particularly to the underserved community, that inspires active stewardship and preservation of the South Florida environment.\r\n\r\nThe Community Science Workshop (CSW) is an innovative science after-school and in-class enrichment program built on a national model funded by the National Science Foundation. The CSW is currently operating at one location under the Leadership Learning Center of S. John Bosco.\r\n\r\nThe CSW operates in three main ways: by providing hands-on activities for classes and teachers based on Florida Sunshine State Standards as supplemental science curriculum; 2) through an after-school science program; and 3) by providing youth the opportunity to participate in experiential field trips and camping opportunities.\r\n\r\nAdditional goals are:\r\nProviding environmental education within multi-cultural and diverse communities, particularly to the undeserved communities\r\nProviding environmental education that lends itself to service learning opportunities\r\nProviding balanced, fact-based, and ethical information about environmental issues\r\nFocus on education, not advocacy (not taking official positions on legislative issues)",,http://www.abettersouthflorida.org,,,,,,,
2391,"COLLIER SPAY NEUTER CLINIC, INC.",,"Collier Spay Neuter Clinic provides targeted, high quality, high volume, affordable spay neuter services as a non-lethal solution to the pet overpopulation crisis for residents of Southwest Florida.\r\n\r\n###COL###",,http://www.collierspayneuter.org,,,,,,,
2399,"AMERICAN CHILDREN'S ORCHESTRAS FOR PEACE, INC.",ACOP,"ACOP's mission is to create for our children, through music, an environment free of violence. Provides musical programs, to children with alternatives to the cycle of poverty and hopelessness which often leads to violence, catering as much to the children's artistic development as it does to the idea of music as a tool for peace and social change.",,http://www.americanchildrensorchestras.org,,,,,,,
2408,"LEGAL AID SERVICE OF COLLIER COUNTY, INC.",,"Free legal services to eligible clients on a wide range of civil (non-criminal) legal matters. Staff Attorneys work in Units handling the following areas of law: Family Law, Housing Law, Public Benefits (includes social security, disability, unemployment), Immigration Law, and Education Law. Legal Aid also operates a Low Income Taxpayers Clinic, and the Collier Lawyers Care Pro Bono Program.\n\n###COL###",,http://www.legalaid.org/collier,,,,,,,
2410,"YWCA OF GREATER MIAMI DADE, INC.",,"The YWCA of Greater Miami-Dade, Inc. provides an after school and full day programming, including summer winter, and spring break camps for youth from various areas including South Dade, Brownsville, Opa Locka, Carol City, Overtown, Allapattah, Hialeah, and Miami Gardens. Program activities include arts & crafts, nutrition, reading, sports, social skills, field trips, and cultural arts. The program is designed to build nutritional, health and academic skills.",,http://www.ywca-miami.org,,,,,,,
2420,"YOUTH CO-OP, INC.",,"Serves adults, recent immigrants, youth and children from families who may be unemployed or underemployed, economically disadvantaged, or face barriers to employment. The wide array of services available to meet these needs includes counseling, career exploration, community referrals, basic skills tutoring, English language classes, vocational training, leadership development, mentoring, work experience, life skills, internship, on-the-job training, apprenticeship, resume preparation and job placement assistance.",,http://www.ycoop.org,,,,,,,
2429,"YMCA OF SOUTH FLORIDA, INC.",,"The YMCA of South Florida is a part of the YMCA of the USA, the largest not-for-profit community service organization and second largest charity in America. \n\nYMCA programs and services focus on youth and families with our major activities being afterschool child care (over 6,000 students per day), preschool programs, youth sports (basketball, soccer, flag football, and swimming), summer day camps and holiday camps, as well as recreational and educational programs for teens.",,http://ymcasouthflorida.org,,,,,,,
2460,MIAMI-DADE COUNTY DEPARTMENT OF CULTURAL AFFAIRS,,"The Miami-Dade County Deptartment of Cultural Affairs and the Cultural Affairs Council develop cultural excellence, diversity and participation throughout Miami-Dade County by strategically creating and promoting opportunities for artists and cultural organizations, and out residents and visitors who are their audiences. The Department directs the Art in Public Places program and its board, the Art in Public Trust, commissioning, curating, maintaining and promoting the County's art collection. The Department, council and the Trust promote, coordinate and support Miami-Dade County's more than 1,000 not-for-profit cultural organizations as well as thousands of resident artists through grants, technical assistance, public information and interactive community planning.",,http://www.miamidadearts.org,,,,,,,
2462,KEY WEST TRANSIT,,"Provides public transportation services to residents and visitors for the City of Key West. Service is provided within the City of Key West and also between Key West and Marathon (Lower Keys Shuttle). Paratransit available by scheduling 24 hours in advance (must be disabled, not for disadvantaged). That service is provided by Monroe County. Also maintains and operates various parking lots, including Park N' Ride Facility with shuttle service. Further information and bus schedules may be obtained at their website: www.kwtransit.com.\r\n\r\n###MON###",,http://www.kwtransit.com,,,,,,,
